,timestamp,source host,destination,username
58,2022-02-02 19:29:00,comp 689,Mac-811,Marisa Francis
201,2022-02-02 19:32:00,Comp 580,esx-549,Ethel Lambert
344,2022-02-02 19:35:00,Comp 649,srv-264,Warren Moreno
487,2022-02-02 19:37:00,esx-786,Mac-25,Paula Frazier
130,2022-02-02 19:40:00,Mac-334,Mac-644,Scott Morin
273,2022-02-02 19:43:00,mac-659,Mac-32,Earnest Harrington
416,2022-02-02 19:46:00,Mac-167,srv-963,Louise Seidel
59,2022-02-02 19:49:00,mac-805,comp 744,Jeffery Forbes
202,2022-02-02 19:52:00,mac-602,comp 678,Kenya Monzon
345,2022-02-02 19:55:00,Mac-685,comp 623,Joseph Wilkins
488,2022-02-02 19:58:00,esx-384,Comp 970,Joyce Butler
131,2022-02-02 20:00:00,Server-machine-658,esx-634,Anthony Johnson
274,2022-02-02 20:03:00,Mac-386,Mac-971,Rosetta Napolitano
417,2022-02-02 20:06:00,mac-721,srv-51,Bonnie Cobb
60,2022-02-02 20:09:00,esx-698,server825,Mary Dube
203,2022-02-02 20:12:00,esx-370,server985,Casey Thorn
346,2022-02-02 20:15:00,esx-392,comp 147,Grace Gelb
489,2022-02-02 20:18:00,comp 108,Comp 264,Ramona Williams
132,2022-02-02 20:21:00,mac-343,Mac-972,Raymond Burgess
275,2022-02-02 20:24:00,esx-602,srv-63,Robert Morris
418,2022-02-02 20:26:00,Server-machine-80,server561,David Hampton
61,2022-02-02 20:29:00,Server-machine-700,esx-446,Bonnie Jaime
204,2022-02-02 20:32:00,comp 770,Server-machine-290,Diana Hill
347,2022-02-02 20:35:00,Server-machine-371,Comp 248,Richard Gale
490,2022-02-02 20:38:00,Server-machine-379,Server-machine-622,James Villarreal
133,2022-02-02 20:41:00,comp 185,server550,Estelle Blando
276,2022-02-02 20:44:00,Mac-807,esx-210,Scott Romero
419,2022-02-02 20:47:00,mac-585,esx-751,Matthew Towe
62,2022-02-02 20:49:00,srv-875,esx-754,William Teague
205,2022-02-02 20:52:00,esx-153,Comp 370,Valerie Wieland
348,2022-02-02 20:55:00,Comp 885,Mac-300,Kareem Vineyard
491,2022-02-02 20:58:00,srv-836,srv-424,Tom Schoeck
134,2022-02-02 21:01:00,srv-127,comp 922,Michelle Jacob
277,2022-02-02 21:04:00,Server-machine-712,Mac-111,Lucille Fitts
420,2022-02-02 21:07:00,Comp 210,Server-machine-61,Arthur Garcia
63,2022-02-02 21:10:00,Mac-2,Comp 219,Patrick Killian
206,2022-02-02 21:12:00,srv-688,mac-291,Harry Watson
349,2022-02-02 21:15:00,mac-8,esx-224,Jason Sanders
492,2022-02-02 21:18:00,Mac-792,Comp 785,Lisa Lalinde
135,2022-02-02 21:21:00,Mac-130,mac-331,Patrick Williams
278,2022-02-02 21:24:00,Comp 897,Server-machine-759,James Burris
421,2022-02-02 21:27:00,mac-264,Mac-339,Helen Branz
64,2022-02-02 21:30:00,server263,Server-machine-983,William Welch
207,2022-02-02 21:33:00,server459,Comp 270,Lindsay Helm
350,2022-02-02 21:36:00,Server-machine-104,Mac-608,Clara Jones
493,2022-02-02 21:38:00,srv-793,Server-machine-202,Charles Restivo
136,2022-02-02 21:41:00,Comp 134,srv-363,Paul Gaston
279,2022-02-02 21:44:00,esx-786,Comp 147,Evelyn Turner
422,2022-02-02 21:47:00,Server-machine-439,mac-998,Charles Petix
65,2022-02-02 21:50:00,comp 832,Server-machine-402,Jesse Goad
208,2022-02-02 21:53:00,Comp 156,Comp 558,Ray Baggett
351,2022-02-02 21:56:00,comp 443,srv-519,Kelly Ngo
494,2022-02-02 21:59:00,mac-830,Server-machine-658,Henry Destefano
137,2022-02-02 22:01:00,Server-machine-273,Comp 414,Ava Roberts
280,2022-02-02 22:04:00,esx-17,Server-machine-153,Jeff Martinez
423,2022-02-02 22:07:00,server460,Comp 421,Jeffrey Diggs
66,2022-02-02 22:10:00,comp 15,comp 99,Rachel Harper
209,2022-02-02 22:13:00,server463,mac-624,James Schade
352,2022-02-02 22:16:00,server757,comp 994,Violet Racilis
495,2022-02-02 22:19:00,Mac-104,server413,Joshua Marinelli
138,2022-02-02 22:22:00,Server-machine-826,server917,Kevin Leftwich
281,2022-02-02 22:24:00,server275,Mac-175,Kimberlee Taylor
424,2022-02-02 22:27:00,mac-420,srv-911,Anthony Hall
67,2022-02-02 22:30:00,Server-machine-922,server740,Dennis Carter
210,2022-02-02 22:33:00,esx-306,Comp 240,Joe White
353,2022-02-02 22:36:00,mac-313,mac-513,Terry Maness
496,2022-02-02 22:39:00,esx-784,server930,Dee Brown
139,2022-02-02 22:42:00,srv-500,srv-532,Tamara Campbell
282,2022-02-02 22:45:00,srv-1,Comp 303,Jose Butler
425,2022-02-02 22:48:00,mac-515,Server-machine-328,William Sealock
68,2022-02-02 22:50:00,Mac-649,mac-759,Vicki Lee
211,2022-02-02 22:53:00,server230,comp 959,Stephen Peters
354,2022-02-02 22:56:00,esx-385,Server-machine-872,Loretta Garland
497,2022-02-02 22:59:00,server632,srv-618,Michael Laine
140,2022-02-02 23:02:00,srv-441,server157,Irma Covarrubias
283,2022-02-02 23:05:00,comp 623,esx-445,Gary Effinger
426,2022-02-02 23:08:00,comp 35,srv-821,Aaron Tillman
69,2022-02-02 23:11:00,Mac-810,Server-machine-689,Rafael Vasquez
212,2022-02-02 23:13:00,comp 854,esx-624,Carol Miller
355,2022-02-02 23:16:00,Comp 316,Comp 23,Dorothy Geiger
498,2022-02-02 23:19:00,Comp 161,server139,Justine Anderson
141,2022-02-02 23:22:00,esx-668,mac-501,Karen Meadows
284,2022-02-02 23:25:00,esx-276,esx-182,William Stewart
427,2022-02-02 23:28:00,esx-593,Mac-611,Elaine Dominguez
70,2022-02-02 23:31:00,srv-211,srv-835,Nelson Frank
213,2022-02-02 23:34:00,srv-194,Comp 786,Marilyn Chavis
356,2022-02-02 23:36:00,esx-999,Mac-248,Tracey Pollard
499,2022-02-02 23:39:00,comp 376,srv-301,Karen Jones
142,2022-02-02 23:42:00,esx-840,mac-565,Diana Sykes
285,2022-02-02 23:45:00,esx-975,mac-457,Linda Owen
428,2022-02-02 23:48:00,esx-338,server960,Gladys Render
71,2022-02-02 23:51:00,mac-292,server199,Mildred Davis
214,2022-02-02 23:54:00,comp 359,esx-560,Miguel Coulter
357,2022-02-02 23:57:00,mac-679,server237,Christine Krick
0,2022-02-22 07:05:00,mac-586,esx-621,Thomas Melillo
1,2022-02-22 07:20:00,esx-621,Mac-554,Thomas Melillo
0,2022-02-23 10:43:00,Mac-554,Comp 512,Thomas Melillo
1,2022-02-23 10:43:00,Mac-554,Mac-171,Thomas Melillo
2,2022-02-23 10:43:00,Mac-554,esx-736,Thomas Melillo
3,2022-02-23 10:44:00,Mac-554,Mac-470,Thomas Melillo
4,2022-02-23 10:44:00,Mac-554,mac-339,Thomas Melillo
7,2022-02-23 10:45:00,Mac-554,Mac-263,Thomas Melillo
5,2022-02-23 10:45:00,Mac-554,server804,Thomas Melillo
6,2022-02-23 10:45:00,Mac-554,esx-596,Thomas Melillo
9,2022-02-23 10:46:00,Mac-554,Comp 763,Thomas Melillo
8,2022-02-23 10:46:00,Mac-554,Mac-148,Thomas Melillo
10,2022-02-23 10:47:00,Mac-554,srv-940,Thomas Melillo
11,2022-02-23 10:47:00,Mac-554,comp 680,Thomas Melillo
12,2022-02-23 10:47:00,Mac-554,srv-346,Thomas Melillo
14,2022-02-23 10:48:00,Mac-554,Comp 679,Thomas Melillo
13,2022-02-23 10:48:00,Mac-554,srv-911,Thomas Melillo
16,2022-02-23 10:49:00,Mac-554,server609,Thomas Melillo
17,2022-02-23 10:49:00,Mac-554,esx-673,Thomas Melillo
15,2022-02-23 10:49:00,Mac-554,mac-28,Thomas Melillo
18,2022-02-23 10:50:00,Mac-554,mac-364,Thomas Melillo
19,2022-02-23 10:50:00,Mac-554,mac-55,Thomas Melillo
20,2022-02-23 10:51:00,Mac-554,esx-569,Thomas Melillo
21,2022-02-23 10:51:00,Mac-554,Server-machine-21,Thomas Melillo
22,2022-02-23 10:51:00,Mac-554,Mac-279,Thomas Melillo
24,2022-02-23 10:52:00,Mac-554,Comp 669,Thomas Melillo
23,2022-02-23 10:52:00,Mac-554,Comp 978,Thomas Melillo
2,2022-02-25 09:13:00,Comp 669,server196,William Flores
0,2022-02-25 09:13:00,Comp 669,comp 477,William Flores
1,2022-02-25 09:13:00,Comp 669,Server-machine-273,William Flores
3,2022-02-25 09:14:00,Comp 669,Mac-382,William Flores
4,2022-02-25 09:14:00,Comp 669,Mac-182,William Flores
5,2022-02-25 09:15:00,Comp 669,Mac-326,William Flores
6,2022-02-25 09:15:00,Comp 669,Mac-755,William Flores
7,2022-02-25 09:15:00,Comp 669,Comp 934,William Flores
9,2022-02-25 09:16:00,Comp 669,comp 614,William Flores
8,2022-02-25 09:16:00,Comp 669,esx-584,William Flores
10,2022-02-25 09:17:00,Comp 669,srv-586,William Flores
11,2022-02-25 09:17:00,Comp 669,comp 329,William Flores
12,2022-02-25 09:17:00,Comp 669,comp 36,William Flores
14,2022-02-25 09:18:00,Comp 669,server15,William Flores
13,2022-02-25 09:18:00,Comp 669,srv-234,William Flores
17,2022-02-25 09:19:00,Comp 669,mac-839,William Flores
15,2022-02-25 09:19:00,Comp 669,esx-965,William Flores
16,2022-02-25 09:19:00,Comp 669,server983,William Flores
18,2022-02-25 09:20:00,Comp 669,server96,William Flores
19,2022-02-25 09:20:00,Comp 669,server125,William Flores
20,2022-02-25 09:21:00,Comp 669,Mac-158,William Flores
21,2022-02-25 09:21:00,Comp 669,server329,William Flores
22,2022-02-25 09:21:00,Comp 669,comp 697,William Flores
23,2022-02-25 09:22:00,Comp 669,srv-122,William Flores
24,2022-02-25 09:22:00,Comp 669,srv-817,William Flores
536,2022-02-26 10:35:00,srv-817,esx-892,William Flores
715,2022-02-26 10:35:00,srv-817,srv-228,William Flores
714,2022-02-26 10:35:00,srv-817,Comp 126,William Flores
713,2022-02-26 10:35:00,srv-817,Mac-97,William Flores
712,2022-02-26 10:35:00,srv-817,Server-machine-270,William Flores
711,2022-02-26 10:35:00,srv-817,server962,William Flores
710,2022-02-26 10:35:00,srv-817,esx-827,William Flores
706,2022-02-26 10:35:00,srv-817,server607,William Flores
708,2022-02-26 10:35:00,srv-817,srv-527,William Flores
707,2022-02-26 10:35:00,srv-817,Mac-38,William Flores
716,2022-02-26 10:35:00,srv-817,server220,William Flores
705,2022-02-26 10:35:00,srv-817,Server-machine-100,William Flores
704,2022-02-26 10:35:00,srv-817,server816,William Flores
709,2022-02-26 10:35:00,srv-817,comp 220,William Flores
717,2022-02-26 10:35:00,srv-817,srv-606,William Flores
722,2022-02-26 10:35:00,srv-817,Mac-684,William Flores
719,2022-02-26 10:35:00,srv-817,Server-machine-127,William Flores
720,2022-02-26 10:35:00,srv-817,srv-179,William Flores
721,2022-02-26 10:35:00,srv-817,server522,William Flores
703,2022-02-26 10:35:00,srv-817,server461,William Flores
723,2022-02-26 10:35:00,srv-817,server770,William Flores
724,2022-02-26 10:35:00,srv-817,esx-324,William Flores
725,2022-02-26 10:35:00,srv-817,Comp 249,William Flores
726,2022-02-26 10:35:00,srv-817,Comp 563,William Flores
727,2022-02-26 10:35:00,srv-817,Server-machine-161,William Flores
728,2022-02-26 10:35:00,srv-817,srv-262,William Flores
729,2022-02-26 10:35:00,srv-817,Mac-42,William Flores
730,2022-02-26 10:35:00,srv-817,Comp 39,William Flores
731,2022-02-26 10:35:00,srv-817,esx-996,William Flores
732,2022-02-26 10:35:00,srv-817,Comp 137,William Flores
718,2022-02-26 10:35:00,srv-817,mac-981,William Flores
702,2022-02-26 10:35:00,srv-817,server945,William Flores
698,2022-02-26 10:35:00,srv-817,esx-529,William Flores
700,2022-02-26 10:35:00,srv-817,server377,William Flores
671,2022-02-26 10:35:00,srv-817,Mac-658,William Flores
672,2022-02-26 10:35:00,srv-817,Comp 556,William Flores
673,2022-02-26 10:35:00,srv-817,esx-330,William Flores
674,2022-02-26 10:35:00,srv-817,Comp 649,William Flores
675,2022-02-26 10:35:00,srv-817,mac-78,William Flores
676,2022-02-26 10:35:00,srv-817,Mac-809,William Flores
677,2022-02-26 10:35:00,srv-817,Comp 914,William Flores
678,2022-02-26 10:35:00,srv-817,server229,William Flores
679,2022-02-26 10:35:00,srv-817,srv-853,William Flores
680,2022-02-26 10:35:00,srv-817,mac-26,William Flores
681,2022-02-26 10:35:00,srv-817,Comp 344,William Flores
682,2022-02-26 10:35:00,srv-817,Comp 985,William Flores
683,2022-02-26 10:35:00,srv-817,esx-510,William Flores
684,2022-02-26 10:35:00,srv-817,Server-machine-108,William Flores
685,2022-02-26 10:35:00,srv-817,Server-machine-801,William Flores
686,2022-02-26 10:35:00,srv-817,mac-12,William Flores
687,2022-02-26 10:35:00,srv-817,mac-842,William Flores
688,2022-02-26 10:35:00,srv-817,comp 67,William Flores
689,2022-02-26 10:35:00,srv-817,Comp 906,William Flores
690,2022-02-26 10:35:00,srv-817,server474,William Flores
691,2022-02-26 10:35:00,srv-817,mac-833,William Flores
692,2022-02-26 10:35:00,srv-817,srv-599,William Flores
693,2022-02-26 10:35:00,srv-817,mac-362,William Flores
694,2022-02-26 10:35:00,srv-817,mac-677,William Flores
695,2022-02-26 10:35:00,srv-817,Comp 685,William Flores
696,2022-02-26 10:35:00,srv-817,srv-508,William Flores
697,2022-02-26 10:35:00,srv-817,comp 202,William Flores
733,2022-02-26 10:35:00,srv-817,esx-657,William Flores
699,2022-02-26 10:35:00,srv-817,comp 241,William Flores
701,2022-02-26 10:35:00,srv-817,Server-machine-997,William Flores
734,2022-02-26 10:35:00,srv-817,comp 543,William Flores
739,2022-02-26 10:35:00,srv-817,server992,William Flores
736,2022-02-26 10:35:00,srv-817,comp 742,William Flores
771,2022-02-26 10:35:00,srv-817,Server-machine-749,William Flores
772,2022-02-26 10:35:00,srv-817,comp 928,William Flores
773,2022-02-26 10:35:00,srv-817,Comp 213,William Flores
774,2022-02-26 10:35:00,srv-817,comp 843,William Flores
775,2022-02-26 10:35:00,srv-817,Comp 684,William Flores
776,2022-02-26 10:35:00,srv-817,comp 454,William Flores
777,2022-02-26 10:35:00,srv-817,comp 33,William Flores
778,2022-02-26 10:35:00,srv-817,mac-650,William Flores
779,2022-02-26 10:35:00,srv-817,esx-382,William Flores
780,2022-02-26 10:35:00,srv-817,Server-machine-880,William Flores
781,2022-02-26 10:35:00,srv-817,Comp 467,William Flores
782,2022-02-26 10:35:00,srv-817,comp 33,William Flores
783,2022-02-26 10:35:00,srv-817,comp 313,William Flores
784,2022-02-26 10:35:00,srv-817,mac-595,William Flores
785,2022-02-26 10:35:00,srv-817,Server-machine-740,William Flores
786,2022-02-26 10:35:00,srv-817,server583,William Flores
787,2022-02-26 10:35:00,srv-817,esx-476,William Flores
788,2022-02-26 10:35:00,srv-817,Mac-366,William Flores
789,2022-02-26 10:35:00,srv-817,Server-machine-749,William Flores
790,2022-02-26 10:35:00,srv-817,Mac-240,William Flores
791,2022-02-26 10:35:00,srv-817,Server-machine-77,William Flores
792,2022-02-26 10:35:00,srv-817,Comp 526,William Flores
793,2022-02-26 10:35:00,srv-817,esx-800,William Flores
794,2022-02-26 10:35:00,srv-817,server367,William Flores
795,2022-02-26 10:35:00,srv-817,esx-75,William Flores
796,2022-02-26 10:35:00,srv-817,server644,William Flores
797,2022-02-26 10:35:00,srv-817,mac-906,William Flores
798,2022-02-26 10:35:00,srv-817,Server-machine-320,William Flores
799,2022-02-26 10:35:00,srv-817,Mac-43,William Flores
770,2022-02-26 10:35:00,srv-817,mac-41,William Flores
769,2022-02-26 10:35:00,srv-817,comp 951,William Flores
768,2022-02-26 10:35:00,srv-817,mac-687,William Flores
767,2022-02-26 10:35:00,srv-817,mac-828,William Flores
737,2022-02-26 10:35:00,srv-817,server449,William Flores
738,2022-02-26 10:35:00,srv-817,Mac-204,William Flores
670,2022-02-26 10:35:00,srv-817,srv-578,William Flores
740,2022-02-26 10:35:00,srv-817,mac-776,William Flores
741,2022-02-26 10:35:00,srv-817,server822,William Flores
742,2022-02-26 10:35:00,srv-817,srv-94,William Flores
743,2022-02-26 10:35:00,srv-817,srv-309,William Flores
744,2022-02-26 10:35:00,srv-817,mac-378,William Flores
745,2022-02-26 10:35:00,srv-817,mac-297,William Flores
746,2022-02-26 10:35:00,srv-817,esx-430,William Flores
747,2022-02-26 10:35:00,srv-817,server371,William Flores
748,2022-02-26 10:35:00,srv-817,mac-233,William Flores
749,2022-02-26 10:35:00,srv-817,mac-278,William Flores
750,2022-02-26 10:35:00,srv-817,Server-machine-111,William Flores
735,2022-02-26 10:35:00,srv-817,esx-409,William Flores
751,2022-02-26 10:35:00,srv-817,Server-machine-10,William Flores
753,2022-02-26 10:35:00,srv-817,server205,William Flores
754,2022-02-26 10:35:00,srv-817,Server-machine-226,William Flores
755,2022-02-26 10:35:00,srv-817,server483,William Flores
756,2022-02-26 10:35:00,srv-817,Server-machine-291,William Flores
757,2022-02-26 10:35:00,srv-817,mac-365,William Flores
758,2022-02-26 10:35:00,srv-817,Mac-487,William Flores
759,2022-02-26 10:35:00,srv-817,esx-247,William Flores
760,2022-02-26 10:35:00,srv-817,comp 136,William Flores
761,2022-02-26 10:35:00,srv-817,esx-841,William Flores
762,2022-02-26 10:35:00,srv-817,esx-880,William Flores
763,2022-02-26 10:35:00,srv-817,Mac-217,William Flores
764,2022-02-26 10:35:00,srv-817,Mac-343,William Flores
765,2022-02-26 10:35:00,srv-817,mac-68,William Flores
766,2022-02-26 10:35:00,srv-817,srv-284,William Flores
752,2022-02-26 10:35:00,srv-817,mac-726,William Flores
669,2022-02-26 10:35:00,srv-817,comp 460,William Flores
665,2022-02-26 10:35:00,srv-817,esx-479,William Flores
667,2022-02-26 10:35:00,srv-817,comp 652,William Flores
571,2022-02-26 10:35:00,srv-817,srv-133,William Flores
572,2022-02-26 10:35:00,srv-817,Mac-208,William Flores
573,2022-02-26 10:35:00,srv-817,Server-machine-198,William Flores
574,2022-02-26 10:35:00,srv-817,mac-401,William Flores
575,2022-02-26 10:35:00,srv-817,mac-846,William Flores
576,2022-02-26 10:35:00,srv-817,Server-machine-112,William Flores
577,2022-02-26 10:35:00,srv-817,esx-826,William Flores
578,2022-02-26 10:35:00,srv-817,mac-979,William Flores
579,2022-02-26 10:35:00,srv-817,server588,William Flores
580,2022-02-26 10:35:00,srv-817,server225,William Flores
581,2022-02-26 10:35:00,srv-817,Comp 88,William Flores
582,2022-02-26 10:35:00,srv-817,server376,William Flores
583,2022-02-26 10:35:00,srv-817,Server-machine-685,William Flores
584,2022-02-26 10:35:00,srv-817,comp 329,William Flores
585,2022-02-26 10:35:00,srv-817,Comp 118,William Flores
586,2022-02-26 10:35:00,srv-817,server997,William Flores
587,2022-02-26 10:35:00,srv-817,mac-377,William Flores
588,2022-02-26 10:35:00,srv-817,Comp 537,William Flores
589,2022-02-26 10:35:00,srv-817,esx-908,William Flores
590,2022-02-26 10:35:00,srv-817,comp 951,William Flores
591,2022-02-26 10:35:00,srv-817,server741,William Flores
592,2022-02-26 10:35:00,srv-817,mac-566,William Flores
593,2022-02-26 10:35:00,srv-817,Server-machine-511,William Flores
594,2022-02-26 10:35:00,srv-817,Comp 634,William Flores
595,2022-02-26 10:35:00,srv-817,srv-464,William Flores
596,2022-02-26 10:35:00,srv-817,srv-258,William Flores
597,2022-02-26 10:35:00,srv-817,Mac-529,William Flores
598,2022-02-26 10:35:00,srv-817,Server-machine-900,William Flores
599,2022-02-26 10:35:00,srv-817,comp 238,William Flores
570,2022-02-26 10:35:00,srv-817,mac-55,William Flores
569,2022-02-26 10:35:00,srv-817,Server-machine-885,William Flores
568,2022-02-26 10:35:00,srv-817,server269,William Flores
567,2022-02-26 10:35:00,srv-817,Comp 961,William Flores
537,2022-02-26 10:35:00,srv-817,Server-machine-611,William Flores
538,2022-02-26 10:35:00,srv-817,srv-242,William Flores
539,2022-02-26 10:35:00,srv-817,mac-819,William Flores
540,2022-02-26 10:35:00,srv-817,esx-248,William Flores
541,2022-02-26 10:35:00,srv-817,esx-903,William Flores
542,2022-02-26 10:35:00,srv-817,esx-79,William Flores
543,2022-02-26 10:35:00,srv-817,Comp 813,William Flores
544,2022-02-26 10:35:00,srv-817,esx-60,William Flores
545,2022-02-26 10:35:00,srv-817,Comp 609,William Flores
546,2022-02-26 10:35:00,srv-817,Comp 951,William Flores
547,2022-02-26 10:35:00,srv-817,esx-896,William Flores
548,2022-02-26 10:35:00,srv-817,esx-363,William Flores
549,2022-02-26 10:35:00,srv-817,Comp 746,William Flores
550,2022-02-26 10:35:00,srv-817,srv-442,William Flores
600,2022-02-26 10:35:00,srv-817,esx-515,William Flores
551,2022-02-26 10:35:00,srv-817,mac-937,William Flores
553,2022-02-26 10:35:00,srv-817,srv-260,William Flores
554,2022-02-26 10:35:00,srv-817,comp 638,William Flores
555,2022-02-26 10:35:00,srv-817,esx-477,William Flores
556,2022-02-26 10:35:00,srv-817,mac-770,William Flores
557,2022-02-26 10:35:00,srv-817,Mac-893,William Flores
558,2022-02-26 10:35:00,srv-817,srv-459,William Flores
559,2022-02-26 10:35:00,srv-817,mac-276,William Flores
560,2022-02-26 10:35:00,srv-817,Comp 77,William Flores
561,2022-02-26 10:35:00,srv-817,comp 723,William Flores
562,2022-02-26 10:35:00,srv-817,Mac-778,William Flores
563,2022-02-26 10:35:00,srv-817,Mac-379,William Flores
564,2022-02-26 10:35:00,srv-817,Mac-367,William Flores
565,2022-02-26 10:35:00,srv-817,Server-machine-651,William Flores
566,2022-02-26 10:35:00,srv-817,Comp 662,William Flores
552,2022-02-26 10:35:00,srv-817,server352,William Flores
668,2022-02-26 10:35:00,srv-817,mac-687,William Flores
601,2022-02-26 10:35:00,srv-817,comp 837,William Flores
603,2022-02-26 10:35:00,srv-817,server481,William Flores
638,2022-02-26 10:35:00,srv-817,srv-165,William Flores
639,2022-02-26 10:35:00,srv-817,Mac-210,William Flores
640,2022-02-26 10:35:00,srv-817,comp 721,William Flores
641,2022-02-26 10:35:00,srv-817,comp 610,William Flores
642,2022-02-26 10:35:00,srv-817,Mac-833,William Flores
643,2022-02-26 10:35:00,srv-817,Server-machine-912,William Flores
644,2022-02-26 10:35:00,srv-817,server795,William Flores
645,2022-02-26 10:35:00,srv-817,server701,William Flores
646,2022-02-26 10:35:00,srv-817,srv-358,William Flores
647,2022-02-26 10:35:00,srv-817,mac-429,William Flores
648,2022-02-26 10:35:00,srv-817,Mac-290,William Flores
649,2022-02-26 10:35:00,srv-817,Server-machine-891,William Flores
650,2022-02-26 10:35:00,srv-817,comp 899,William Flores
651,2022-02-26 10:35:00,srv-817,Mac-774,William Flores
652,2022-02-26 10:35:00,srv-817,comp 284,William Flores
653,2022-02-26 10:35:00,srv-817,Mac-139,William Flores
654,2022-02-26 10:35:00,srv-817,srv-549,William Flores
655,2022-02-26 10:35:00,srv-817,srv-150,William Flores
656,2022-02-26 10:35:00,srv-817,server561,William Flores
657,2022-02-26 10:35:00,srv-817,comp 113,William Flores
658,2022-02-26 10:35:00,srv-817,Mac-424,William Flores
659,2022-02-26 10:35:00,srv-817,mac-134,William Flores
660,2022-02-26 10:35:00,srv-817,Server-machine-684,William Flores
661,2022-02-26 10:35:00,srv-817,srv-806,William Flores
662,2022-02-26 10:35:00,srv-817,server694,William Flores
663,2022-02-26 10:35:00,srv-817,server872,William Flores
664,2022-02-26 10:35:00,srv-817,server909,William Flores
800,2022-02-26 10:35:00,srv-817,server960,William Flores
666,2022-02-26 10:35:00,srv-817,srv-210,William Flores
637,2022-02-26 10:35:00,srv-817,comp 256,William Flores
636,2022-02-26 10:35:00,srv-817,Server-machine-207,William Flores
635,2022-02-26 10:35:00,srv-817,Server-machine-406,William Flores
634,2022-02-26 10:35:00,srv-817,Mac-619,William Flores
604,2022-02-26 10:35:00,srv-817,server251,William Flores
605,2022-02-26 10:35:00,srv-817,esx-549,William Flores
606,2022-02-26 10:35:00,srv-817,esx-596,William Flores
607,2022-02-26 10:35:00,srv-817,Server-machine-92,William Flores
608,2022-02-26 10:35:00,srv-817,mac-125,William Flores
609,2022-02-26 10:35:00,srv-817,srv-617,William Flores
610,2022-02-26 10:35:00,srv-817,srv-856,William Flores
611,2022-02-26 10:35:00,srv-817,mac-270,William Flores
612,2022-02-26 10:35:00,srv-817,Server-machine-675,William Flores
613,2022-02-26 10:35:00,srv-817,esx-642,William Flores
614,2022-02-26 10:35:00,srv-817,Comp 106,William Flores
615,2022-02-26 10:35:00,srv-817,srv-992,William Flores
616,2022-02-26 10:35:00,srv-817,comp 517,William Flores
617,2022-02-26 10:35:00,srv-817,esx-569,William Flores
602,2022-02-26 10:35:00,srv-817,Comp 482,William Flores
618,2022-02-26 10:35:00,srv-817,srv-314,William Flores
620,2022-02-26 10:35:00,srv-817,comp 718,William Flores
621,2022-02-26 10:35:00,srv-817,comp 171,William Flores
622,2022-02-26 10:35:00,srv-817,esx-673,William Flores
623,2022-02-26 10:35:00,srv-817,srv-442,William Flores
624,2022-02-26 10:35:00,srv-817,esx-614,William Flores
625,2022-02-26 10:35:00,srv-817,server973,William Flores
626,2022-02-26 10:35:00,srv-817,mac-875,William Flores
627,2022-02-26 10:35:00,srv-817,server355,William Flores
628,2022-02-26 10:35:00,srv-817,comp 254,William Flores
629,2022-02-26 10:35:00,srv-817,srv-81,William Flores
630,2022-02-26 10:35:00,srv-817,srv-159,William Flores
631,2022-02-26 10:35:00,srv-817,mac-208,William Flores
632,2022-02-26 10:35:00,srv-817,server258,William Flores
633,2022-02-26 10:35:00,srv-817,Mac-239,William Flores
619,2022-02-26 10:35:00,srv-817,Server-machine-814,William Flores
801,2022-02-26 10:35:00,srv-817,esx-769,William Flores
806,2022-02-26 10:35:00,srv-817,esx-294,William Flores
803,2022-02-26 10:35:00,srv-817,comp 903,William Flores
973,2022-02-26 10:35:00,srv-817,Server-machine-12,William Flores
974,2022-02-26 10:35:00,srv-817,Mac-998,William Flores
975,2022-02-26 10:35:00,srv-817,Mac-550,William Flores
976,2022-02-26 10:35:00,srv-817,esx-570,William Flores
977,2022-02-26 10:35:00,srv-817,srv-865,William Flores
978,2022-02-26 10:35:00,srv-817,srv-541,William Flores
979,2022-02-26 10:35:00,srv-817,Mac-268,William Flores
980,2022-02-26 10:35:00,srv-817,server261,William Flores
981,2022-02-26 10:35:00,srv-817,Mac-930,William Flores
982,2022-02-26 10:35:00,srv-817,Comp 397,William Flores
983,2022-02-26 10:35:00,srv-817,Comp 8,William Flores
984,2022-02-26 10:35:00,srv-817,Mac-192,William Flores
985,2022-02-26 10:35:00,srv-817,Mac-852,William Flores
986,2022-02-26 10:35:00,srv-817,srv-652,William Flores
987,2022-02-26 10:35:00,srv-817,esx-980,William Flores
988,2022-02-26 10:35:00,srv-817,mac-952,William Flores
989,2022-02-26 10:35:00,srv-817,srv-486,William Flores
990,2022-02-26 10:35:00,srv-817,Mac-598,William Flores
991,2022-02-26 10:35:00,srv-817,server55,William Flores
992,2022-02-26 10:35:00,srv-817,srv-102,William Flores
993,2022-02-26 10:35:00,srv-817,Server-machine-178,William Flores
994,2022-02-26 10:35:00,srv-817,esx-59,William Flores
995,2022-02-26 10:35:00,srv-817,Comp 9,William Flores
996,2022-02-26 10:35:00,srv-817,Mac-776,William Flores
997,2022-02-26 10:35:00,srv-817,esx-279,William Flores
998,2022-02-26 10:35:00,srv-817,Mac-109,William Flores
999,2022-02-26 10:35:00,srv-817,Comp 587,William Flores
1000,2022-02-26 10:35:00,srv-817,Mac-323,William Flores
1001,2022-02-26 10:35:00,srv-817,esx-772,William Flores
972,2022-02-26 10:35:00,srv-817,comp 508,William Flores
971,2022-02-26 10:35:00,srv-817,server845,William Flores
