,timestamp,source host,destination,username
386,2022-02-12 19:23:31.200,Mac-954,Server-machine-994,Deborah Bagley
387,2022-02-12 20:03:50.400,Mac-69,srv-796,Valerie Delaney
388,2022-02-12 20:44:09.600,Mac-102,mac-264,Corrine Douglas
389,2022-02-12 21:24:28.800,esx-105,server75,John Brown
390,2022-02-12 22:04:48.000,server264,comp 27,Tonya Lat
391,2022-02-12 22:45:07.200,Mac-570,esx-633,Leonard Chamberlain
392,2022-02-12 23:25:26.400,esx-939,Server-machine-326,Jonathan Manos
393,2022-02-13 00:05:45.600,esx-578,srv-616,James Wenz
394,2022-02-13 00:46:04.800,mac-719,srv-648,Margaret Adams
395,2022-02-13 01:26:24.000,Mac-591,comp 546,Vanessa Edwards
396,2022-02-13 02:06:43.200,esx-655,srv-750,Chad Huston
397,2022-02-13 02:47:02.400,comp 72,esx-337,Kelvin Evans
398,2022-02-13 03:27:21.600,server134,srv-57,Kasi Brown
399,2022-02-13 04:07:40.800,server670,mac-427,Cody Peppers
400,2022-02-13 04:48:00.000,esx-303,Mac-46,Eddie Duffey
401,2022-02-13 05:28:19.200,comp 239,comp 541,Martin Windham
402,2022-02-13 06:08:38.400,srv-632,comp 553,William Guzman
403,2022-02-13 06:48:57.600,srv-778,Server-machine-864,Marjorie Jones
404,2022-02-13 07:29:16.800,mac-489,mac-906,Marlon Anderson
405,2022-02-13 08:09:36.000,server43,Server-machine-257,Jessica White
406,2022-02-13 08:49:55.200,Mac-253,srv-127,William Rivas
407,2022-02-13 09:30:14.400,Server-machine-426,Server-machine-234,Michael Russel
408,2022-02-13 10:10:33.600,mac-537,Mac-237,Barbara Fleck
409,2022-02-13 10:50:52.800,esx-715,server76,Rudy Clouston
410,2022-02-13 11:31:12.000,Mac-528,Mac-815,Frederick Roberts
411,2022-02-13 12:11:31.200,Server-machine-934,Server-machine-371,Randy Hess
412,2022-02-13 12:51:50.400,srv-40,Mac-941,Michael Harris
413,2022-02-13 13:32:09.600,Server-machine-450,comp 57,Alan Burke
414,2022-02-13 14:12:28.800,mac-432,mac-64,Barbara Butler
415,2022-02-13 14:52:48.000,server655,esx-758,Terry Taylor
416,2022-02-13 15:33:07.200,mac-661,Server-machine-78,Diane Grimes
417,2022-02-13 16:13:26.400,Comp 50,esx-50,Mary Mischler
418,2022-02-13 16:53:45.600,esx-903,srv-109,Kayla Shouse
419,2022-02-13 17:34:04.800,srv-999,Server-machine-771,Kelly Peet
420,2022-02-13 18:14:24.000,esx-728,Comp 315,James Pena
421,2022-02-13 18:54:43.200,Comp 92,srv-931,Ruth Cather
422,2022-02-13 19:35:02.400,Mac-133,server832,Lois Payne
423,2022-02-13 20:15:21.600,Comp 247,Mac-461,Ona Robbins
424,2022-02-13 20:55:40.800,comp 860,Comp 525,Irving Wilson
425,2022-02-13 21:36:00.000,Comp 162,Server-machine-215,Paul Speights
426,2022-02-13 22:16:19.200,esx-184,comp 369,Heather Oszust
427,2022-02-13 22:56:38.400,Comp 318,Comp 360,Brian Robinson
428,2022-02-13 23:36:57.600,Comp 470,server614,Kevin Pratt
429,2022-02-14 00:17:16.800,comp 74,Server-machine-488,Aline Bollinger
430,2022-02-14 00:57:36.000,mac-5,server369,Eric Tallman
431,2022-02-14 01:37:55.200,srv-815,esx-191,Lisa Casarez
432,2022-02-14 02:18:14.400,esx-371,mac-94,Constance Davenport
433,2022-02-14 02:58:33.600,comp 59,esx-927,Mary Noyes
434,2022-02-14 03:38:52.800,mac-859,mac-859,Gregory Pratt
435,2022-02-14 04:19:12.000,comp 976,Server-machine-239,April Gibson
436,2022-02-14 04:59:31.200,server936,srv-265,Georgetta Guy
437,2022-02-14 05:39:50.400,Server-machine-557,server50,Patricia Williamson
438,2022-02-14 06:20:09.600,esx-436,comp 420,Willie Fuentes
439,2022-02-14 07:00:28.800,comp 447,srv-147,Maria Holquin
440,2022-02-14 07:40:48.000,esx-494,esx-345,Catherine Crocker
441,2022-02-14 08:21:07.200,mac-388,Server-machine-983,Stephen Reed
442,2022-02-14 09:01:26.400,srv-601,server353,Theodore Hudspeth
443,2022-02-14 09:41:45.600,mac-641,server573,Shirley Joyner
444,2022-02-14 10:22:04.800,comp 538,esx-244,Margaret Ranger
445,2022-02-14 11:02:24.000,mac-723,esx-338,Tammy Baez
446,2022-02-14 11:42:43.200,comp 811,Server-machine-340,Robert Radebaugh
447,2022-02-14 12:23:02.400,comp 862,server615,Robert Obradovich
448,2022-02-14 13:03:21.600,esx-848,Mac-378,Milton Conner
449,2022-02-14 13:43:40.800,Comp 128,Comp 317,Kelly Scruggs
450,2022-02-14 14:24:00.000,Mac-557,esx-491,Belva Votaw
451,2022-02-14 15:04:19.200,esx-14,mac-131,Michelle Walker
452,2022-02-14 15:44:38.400,server627,comp 660,Nickolas Mirr
453,2022-02-14 16:24:57.600,mac-579,Server-machine-619,Adrian Clements
454,2022-02-14 17:05:16.800,srv-462,srv-427,Major Williams
455,2022-02-14 17:45:36.000,Mac-317,Mac-152,Norma Ward
456,2022-02-14 18:25:55.200,esx-200,srv-846,Charlotte Lowe
457,2022-02-14 19:06:14.400,mac-878,Mac-697,Kim Batts
458,2022-02-14 19:46:33.600,mac-140,Server-machine-43,Sonja Behan
459,2022-02-14 20:26:52.800,server735,Comp 17,Michael Carlson
460,2022-02-14 21:07:12.000,server230,server669,Maria Sanchez
461,2022-02-14 21:47:31.200,Server-machine-995,server736,Melba Wilkins
462,2022-02-14 22:27:50.400,Comp 658,comp 804,Chelsey Cox
463,2022-02-14 23:08:09.600,Comp 827,esx-247,David Todd
464,2022-02-14 23:48:28.800,Comp 341,server311,Beth Collins
465,2022-02-15 00:28:48.000,Server-machine-643,Comp 855,Karen Boyer
466,2022-02-15 01:09:07.200,mac-76,Server-machine-707,Gary Smith
467,2022-02-15 01:49:26.400,esx-554,Comp 421,James Middleton
468,2022-02-15 02:29:45.600,mac-367,mac-213,Justin Wiles
469,2022-02-15 03:10:04.800,Server-machine-550,esx-819,Donald Sandoval
470,2022-02-15 03:50:24.000,server240,server781,Mary Eley
471,2022-02-15 04:30:43.200,server160,server178,Reynaldo Brown
472,2022-02-15 05:11:02.400,comp 314,server834,Amanda White
473,2022-02-15 05:51:21.600,Comp 911,Server-machine-818,Danny Rodriguez
474,2022-02-15 06:31:40.800,mac-147,Server-machine-368,Julie Bruff
475,2022-02-15 07:12:00.000,srv-780,Comp 295,Chung Sheets
476,2022-02-15 07:52:19.200,comp 678,srv-142,Martin Larsen
477,2022-02-15 08:32:38.400,srv-456,Mac-122,Anne Stall
478,2022-02-15 09:12:57.600,srv-419,Server-machine-808,Galen Lang
479,2022-02-15 09:53:16.800,srv-586,srv-125,Todd Denson
480,2022-02-15 10:33:36.000,mac-811,mac-491,Allyson Hanson
481,2022-02-15 11:13:55.200,mac-905,Server-machine-195,Mark Miller
482,2022-02-15 11:54:14.400,comp 775,mac-225,Stephanie Lewis
483,2022-02-15 12:34:33.600,mac-139,esx-636,Fred Boday
484,2022-02-15 13:14:52.800,server421,Mac-836,Alyssa Applen
485,2022-02-15 13:55:12.000,srv-852,Mac-738,Steve Mauldin
486,2022-02-15 14:35:31.200,comp 182,mac-19,Jack Catapano
487,2022-02-15 15:15:50.400,comp 901,Mac-190,Bruce Kelly
488,2022-02-15 15:56:09.600,Server-machine-901,srv-994,Katie Leach
489,2022-02-15 16:36:28.800,Comp 981,comp 937,Ana Ferman
490,2022-02-15 17:16:48.000,comp 361,Server-machine-442,Renee Lunsford
491,2022-02-15 17:57:07.200,comp 439,Server-machine-649,Darrin Davis
492,2022-02-15 18:37:26.400,mac-892,esx-546,Scott Mallett
493,2022-02-15 19:17:45.600,mac-449,srv-887,Brooke Mack
494,2022-02-15 19:58:04.800,Server-machine-739,esx-627,Alta Bennett
495,2022-02-15 20:38:24.000,srv-63,Mac-528,Loyd Dennis
496,2022-02-15 21:18:43.200,mac-145,Server-machine-285,Anne Gottlieb
497,2022-02-15 21:59:02.400,Mac-736,esx-590,Mary Maione
498,2022-02-15 22:39:21.600,server115,mac-498,Rosemary Hiatt
499,2022-02-15 23:19:40.800,Mac-747,Comp 876,Anthony Hunt
0,2022-02-16 02:00:00.000,Comp 876,server519,Anthony Hunt
1,2022-02-16 02:28:00.000,server519,Mac-359,Anthony Hunt
